12	"2026-Aug-09"	108	"Today (2026-Aug-09) is Hekatombaiṓn 26, πέμπτῃ φθίνοντος Ἑκατομβαιῶνος, day 26 of 355 in the year 2026/2027."
13	"2026-Aug-10"	109	"Today (2026-Aug-10) is Hekatombaiṓn 27, τετράδι φθίνοντος Ἑκατομβαιῶνος, day 27 of 355 in the year 2026/2027."
14	"2026-Aug-11"	107	"Today (2026-Aug-11) is Hekatombaiṓn 28, τρίτῃ φθίνοντος Ἑκατομβαιῶνος, day 28 of 355 in the year 2026/2027."
15	"2026-Aug-11"	185	"🏺 On this day Athenians celebrated the Panathenaia (Παναθήναια) with games and a procession (famously depicted in the Parthenon Frieze).\n\nhttps://en.wikipedia.org/wiki/Panathenaic_Games"
16	"2026-Aug-12"	103	"Today (2026-Aug-12) is Hekatombaiṓn 29, ἕνῃ καὶ νέᾳ Ἑκατομβαιῶνος, day 29 of 355 in the year 2026/2027."
17	"2026-Aug-13"	100	"Today (2026-Aug-13) is Metageitniṓn 1, νουμηνίᾳ Μεταγειτνιῶνος, day 30 of 355 in the year 2026/2027."
18	"2026-Aug-13"	147	"This Metageitniṓn will have 30 days, which the ancient Greeks called a “full month” (πλήρης μήν) as opposed to a “hollow month” (κοῖλος μήν) of 29."
19	"2026-Aug-13"	56	"Festivals in Metageitniṓn:\n\n15–18: Eleusinia (Ἐλευσινία)"
20	"2026-Aug-14"	109	"Today (2026-Aug-14) is Metageitniṓn 2, δευτέρᾳ ἱσταμένου Μεταγειτνιῶνος, day 31 of 355 in the year 2026/2027."
21	"2026-Aug-15"	107	"Today (2026-Aug-15) is Metageitniṓn 3, τρίτῃ ἱσταμένου Μεταγειτνιῶνος, day 32 of 355 in the year 2026/2027."
22	"2026-Aug-16"	109	"Today (2026-Aug-16) is Metageitniṓn 4, τετράδι ἱσταμένου Μεταγειτνιῶνος, day 33 of 355 in the year 2026/2027."
23	"2026-Aug-17"	108	"Today (2026-Aug-17) is Metageitniṓn 5, πέμπτῃ ἱσταμένου Μεταγειτνιῶνος, day 34 of 355 in the year 2026/2027."
24	"2026-Aug-18"	106	"Today (2026-Aug-18) is Metageitniṓn 6, ἕκτῃ ἱσταμένου Μεταγειτνιῶνος, day 35 of 355 in the year 2026/2027."
25	"2026-Aug-19"	108	"Today (2026-Aug-19) is Metageitniṓn 7, ἑβδόμῃ ἱσταμένου Μεταγειτνιῶνος, day 36 of 355 in the year 2026/2027."
26	"2026-Aug-20"	107	"Today (2026-Aug-20) is Metageitniṓn 8, ὀγδόῃ ἱσταμένου Μεταγειτνιῶνος, day 37 of 355 in the year 2026/2027."
27	"2026-Aug-21"	107	"Today (2026-Aug-21) is Metageitniṓn 9, ἐνάτῃ ἱσταμένου Μεταγειτνιῶνος, day 38 of 355 in the year 2026/2027."
28	"2026-Aug-22"	109	"Today (2026-Aug-22) is Metageitniṓn 10, δεκάτῃ ἱσταμένου Μεταγειτνιῶνος, day 39 of 355 in the year 2026/2027."
29	"2026-Aug-23"	101	"Today (2026-Aug-23) is Metageitniṓn 11, ἑνδεκάτῃ Μεταγειτνιῶνος, day 40 of 355 in the year 2026/2027."
30	"2026-Aug-24"	101	"Today (2026-Aug-24) is Metageitniṓn 12, δωδεκάτῃ Μεταγειτνιῶνος, day 41 of 355 in the year 2026/2027."
31	"2026-Aug-25"	107	"Today (2026-Aug-25) is Metageitniṓn 13, τρίτῃ ἐπὶ δέκα Μεταγειτνιῶνος, day 42 of 355 in the year 2026/2027."
32	"2026-Aug-26"	109	"Today (2026-Aug-26) is Metageitniṓn 14, τετράδι ἐπὶ δέκα Μεταγειτνιῶνος, day 43 of 355 in the year 2026/2027."
33	"2026-Aug-27"	108	"Today (2026-Aug-27) is Metageitniṓn 15, πέμπτῃ ἐπὶ δέκα Μεταγειτνιῶνος, day 44 of 355 in the year 2026/2027."
34	"2026-Aug-27"	106	"🏺 Possibly the first day (of four) of the Eleusinia (Ἐλευσινία), games held in Eleusis every other year.\n\n"
35	"2026-Aug-28"	106	"Today (2026-Aug-28) is Metageitniṓn 16, ἕκτῃ ἐπὶ δέκα Μεταγειτνιῶνος, day 45 of 355 in the year 2026/2027."
36	"2026-Aug-28"	107	"🏺 Possibly the second day (of four) of the Eleusinia (Ἐλευσινία), games held in Eleusis every other year.\n\n"
37	"2026-Aug-29"	108	"Today (2026-Aug-29) is Metageitniṓn 17, ἑβδόμῃ ἐπὶ δέκα Μεταγειτνιῶνος, day 46 of 355 in the year 2026/2027."
38	"2026-Aug-29"	106	"🏺 Possibly the third day (of four) of the Eleusinia (Ἐλευσινία), games held in Eleusis every other year.\n\n"
39	"2026-Aug-30"	107	"Today (2026-Aug-30) is Metageitniṓn 18, ὀγδόῃ ἐπὶ δέκα Μεταγειτνιῶνος, day 47 of 355 in the year 2026/2027."
40	"2026-Aug-30"	107	"🏺 Possibly the fourth day (of four) of the Eleusinia (Ἐλευσινία), games held in Eleusis every other year.\n\n"
41	"2026-Aug-31"	107	"Today (2026-Aug-31) is Metageitniṓn 19, ἐνάτῃ ἐπὶ δέκα Μεταγειτνιῶνος, day 48 of 355 in the year 2026/2027."
42	"2026-Sep-01"	107	"Today (2026-Sep-01) is Metageitniṓn 20, δεκάτῃ προτέρᾳ Μεταγειτνιῶνος, day 49 of 355 in the year 2026/2027."
43	"2026-Sep-02"	106	"Today (2026-Sep-02) is Metageitniṓn 21, δεκάτῃ ὑστέρᾳ Μεταγειτνιῶνος, day 50 of 355 in the year 2026/2027."
44	"2026-Sep-03"	108	"Today (2026-Sep-03) is Metageitniṓn 22, ἐνάτῃ φθίνοντος Μεταγειτνιῶνος, day 51 of 355 in the year 2026/2027."
45	"2026-Sep-04"	108	"Today (2026-Sep-04) is Metageitniṓn 23, ὀγδόῃ φθίνοντος Μεταγειτνιῶνος, day 52 of 355 in the year 2026/2027."
46	"2026-Sep-05"	109	"Today (2026-Sep-05) is Metageitniṓn 24, ἑβδόμῃ φθίνοντος Μεταγειτνιῶνος, day 53 of 355 in the year 2026/2027."
47	"2026-Sep-06"	107	"Today (2026-Sep-06) is Metageitniṓn 25, ἕκτῃ φθίνοντος Μεταγειτνιῶνος, day 54 of 355 in the year 2026/2027."
48	"2026-Sep-07"	109	"Today (2026-Sep-07) is Metageitniṓn 26, πέμπτῃ φθίνοντος Μεταγειτνιῶνος, day 55 of 355 in the year 2026/2027."
49	"2026-Sep-08"	110	"Today (2026-Sep-08) is Metageitniṓn 27, τετράδι φθίνοντος Μεταγειτνιῶνος, day 56 of 355 in the year 2026/2027."
50	"2026-Sep-09"	108	"Today (2026-Sep-09) is Metageitniṓn 28, τρίτῃ φθίνοντος Μεταγειτνιῶνος, day 57 of 355 in the year 2026/2027."
51	"2026-Sep-10"	110	"Today (2026-Sep-10) is Metageitniṓn 29, δευτέρᾳ φθίνοντος Μεταγειτνιῶνος, day 58 of 355 in the year 2026/2027."
52	"2026-Sep-11"	104	"Today (2026-Sep-11) is Metageitniṓn 30, ἕνῃ καὶ νέᾳ Μεταγειτνιῶνος, day 59 of 355 in the year 2026/2027."
53	"2026-Sep-12"	96	"Today (2026-Sep-12) is Boēdromiṓn 1, νουμηνίᾳ Βοηδρομιῶνος, day 60 of 355 in the year 2026/2027."
54	"2026-Sep-12"	145	"This Boēdromiṓn will have 29 days, which the ancient Greeks called a “hollow month” (κοῖλος μήν) as opposed to a “full month” (πλήρης μήν) of 30."
55	"2026-Sep-12"	135	"Festivals in Boēdromiṓn:\n\n5: Genesia (Γενέσια)\n6: Marathon (Μαραθών)\n7: Boedromia (Βοηδρόμια)\n13–24: Eleusinian Mysteries (τὰ Μυστήρια)"
56	"2026-Sep-13"	105	"Today (2026-Sep-13) is Boēdromiṓn 2, δευτέρᾳ ἱσταμένου Βοηδρομιῶνος, day 61 of 355 in the year 2026/2027."
57	"2026-Sep-14"	103	"Today (2026-Sep-14) is Boēdromiṓn 3, τρίτῃ ἱσταμένου Βοηδρομιῶνος, day 62 of 355 in the year 2026/2027."
58	"2026-Sep-15"	105	"Today (2026-Sep-15) is Boēdromiṓn 4, τετράδι ἱσταμένου Βοηδρομιῶνος, day 63 of 355 in the year 2026/2027."
59	"2026-Sep-16"	104	"Today (2026-Sep-16) is Boēdromiṓn 5, πέμπτῃ ἱσταμένου Βοηδρομιῶνος, day 64 of 355 in the year 2026/2027."
60	"2026-Sep-16"	87	"🏺 The Genesia (Γενέσια), a festival of the dead, was possibly celebrated on this day.\n\n"
61	"2026-Sep-17"	102	"Today (2026-Sep-17) is Boēdromiṓn 6, ἕκτῃ ἱσταμένου Βοηδρομιῶνος, day 65 of 355 in the year 2026/2027."
62	"2026-Sep-17"	289	"🏺 On this day, Athenians celebrated their victory over invading Persians at the battle of Marathon. The sixth of every month was sacred to Artemis, but since the Marathon celebration included a procession to Agrai, Boēdromiṓn 6 may have specifically been the festival of Artemis Agrotera\n\n"
63	"2026-Sep-18"	104	"Today (2026-Sep-18) is Boēdromiṓn 7, ἑβδόμῃ ἱσταμένου Βοηδρομιῶνος, day 66 of 355 in the year 2026/2027."
64	"2026-Sep-18"	182	"🏺 The Boedromia (Βοηδρόμια) may have been celebrated this day in honor of Apollo Boedromios. The seventh of every month was sacred to Apollo.\n\nhttps://en.wikipedia.org/wiki/Boedromia"
65	"2026-Sep-19"	103	"Today (2026-Sep-19) is Boēdromiṓn 8, ὀγδόῃ ἱσταμένου Βοηδρομιῶνος, day 67 of 355 in the year 2026/2027."
66	"2026-Sep-20"	103	"Today (2026-Sep-20) is Boēdromiṓn 9, ἐνάτῃ ἱσταμένου Βοηδρομιῶνος, day 68 of 355 in the year 2026/2027."
67	"2026-Sep-21"	105	"Today (2026-Sep-21) is Boēdromiṓn 10, δεκάτῃ ἱσταμένου Βοηδρομιῶνος, day 69 of 355 in the year 2026/2027."
68	"2026-Sep-22"	97	"Today (2026-Sep-22) is Boēdromiṓn 11, ἑνδεκάτῃ Βοηδρομιῶνος, day 70 of 355 in the year 2026/2027."
69	"2026-Sep-23"	97	"Today (2026-Sep-23) is Boēdromiṓn 12, δωδεκάτῃ Βοηδρομιῶνος, day 71 of 355 in the year 2026/2027."
70	"2026-Sep-24"	103	"Today (2026-Sep-24) is Boēdromiṓn 13, τρίτῃ ἐπὶ δέκα Βοηδρομιῶνος, day 72 of 355 in the year 2026/2027."
71	"2026-Sep-24"	190	"🏺 Kicking off the celebration of the Eleusinian Mysteries (τὰ Μυστήρια), on this day the epheboi (young men) made a procession to Eleusis.\n\nhttps://en.wikipedia.org/wiki/Eleusinian_Mysteries"
72	"2026-Sep-25"	105	"Today (2026-Sep-25) is Boēdromiṓn 14, τετράδι ἐπὶ δέκα Βοηδρομιῶνος, day 73 of 355 in the year 2026/2027."
73	"2026-Sep-25"	226	"🏺 On this day, the epheboi (young men) who had made the procession to Eleusis the previous day made a procession back to Athens carrying the sacred objects to the Eleusinion.\n\nhttps://en.wikipedia.org/wiki/Eleusinian_Mysteries"
74	"2026-Sep-26"	104	"Today (2026-Sep-26) is Boēdromiṓn 15, πέμπτῃ ἐπὶ δέκα Βοηδρομιῶνος, day 74 of 355 in the year 2026/2027."
75	"2026-Sep-26"	176	"🏺 Today was the “agurmos” (ἀγυρμός, “Gathering”), the first day of the celebration of the Eleusinian Mysteries (τὰ Μυστήρια)\n\nhttps://en.wikipedia.org/wiki/Eleusinian_Mysteries"
76	"2026-Sep-27"	102	"Today (2026-Sep-27) is Boēdromiṓn 16, ἕκτῃ ἐπὶ δέκα Βοηδρομιῶνος, day 75 of 355 in the year 2026/2027."
77	"2026-Sep-27"	196	"🏺 Today was the second day of the celebration of the Eleusinian Mysteries (τὰ Μυστήρια), “halade mustai” (ἅλαδε μύσται, “Initiates to the Sea”).\n\nhttps://en.wikipedia.org/wiki/Eleusinian_Mysteries"
